user_id,age,gender,region,plan,device_type,preferred_genre,payment_method,ad_type,auto_renew,discount_used,monthly_charge,months_subscribed,watch_time_per_day,total_watch_hours,binge_score,complaints,support_calls,rating,reviews_written,peak_hours,joined_date,last_active_date,churn
U268343,53,Male,Tier-3,Basic,Set-top Box,Action,Credit Card,No Ads,1,0,199,11,0.3565732067345613,10.7,0.02,0,0,1.8,0,Evening,2024-04-24,2025-04-11,1
U297934,41,Male,Metro,Standard,Mobile,Comedy,Net Banking,Skippable Ads,1,0,399,6,1.5636500984774648,46.91,0.17,0,0,3.4,2,Late Night,2022-09-23,2023-04-17,0
U407656,42,Other,South,Basic,Laptop,Action,Wallet,Skippable Ads,1,1,199,10,1.9809848728989201,59.43,0.13,0,0,3.4,1,Late Night,2024-09-25,2025-08-07,1
U662140,36,Female,West,Premium,Smart TV,Drama,Debit Card,Non-Skippable Ads,1,0,599,5,4.8303160327917976,144.91,0.09,0,1,3.7,0,Late Night,2024-03-24,2024-08-30,0
U398158,63,Male,Tier-3,Premium,Mobile,Thriller,UPI,Non-Skippable Ads,0,0,599,1,4.1097472434682,123.29,0.27,1,1,5.0,0,Late Night,2024-11-18,2025-01-05,1
U265939,50,Male,Metro,Premium,Mobile,Romance,Wallet,No Ads,0,0,599,5,1.5278900837128468,45.84,0.07,2,1,2.5,1,Afternoon,2023-09-30,2024-03-06,0
U915132,39,Male,South,Premium,Tablet,Thriller,Gift Code,Skippable Ads,1,1,599,4,3.272929222163919,98.19,0.14,2,1,4.1,1,Evening,2023-11-01,2024-03-09,0
U159983,67,Female,West,Basic,Smart TV,Drama,Credit Card,Skippable Ads,1,1,199,4,1.7373799896183388,52.12,0.1,0,0,3.0,2,Evening,2023-10-19,2024-02-26,0
U440760,23,Female,West,Standard,Laptop,Thriller,UPI,Skippable Ads,1,0,399,10,3.5663440803098174,106.99,0.21,0,0,4.1,2,Late Night,2023-09-10,2024-07-24,0
U340095,58,Female,Tier-3,Standard,Mobile,Horror,Debit Card,Skippable Ads,1,0,399,8,0.5219897735872583,15.66,0.03,1,1,4.3,0,Morning,2022-12-08,2023-08-25,0
U846392,39,Male,Metro,Standard,Laptop,Drama,Gift Code,No Ads,1,0,399,5,2.366650769281158,71.0,0.16,2,0,3.4,0,Morning,2024-05-12,2024-11-06,0
U569730,51,Female,North,Basic,Laptop,Romance,Debit Card,Skippable Ads,1,0,199,6,2.055716268159941,61.67,0.1,0,0,5.0,0,Evening,2023-04-09,2023-10-07,0
U399292,18,Female,Metro,Standard,Mobile,Action,Credit Card,No Ads,0,0,399,2,2.9501985741670227,88.51,0.32,0,0,4.2,0,Late Night,2025-03-28,2025-06-22,0
U746355,34,Male,West,Basic,Mobile,Romance,Debit Card,Skippable Ads,0,0,199,3,2.547829305613357,76.43,0.15,0,0,3.2,2,Late Night,2024-04-19,2024-07-22,1
U324116,38,Male,West,Basic,Smart TV,Comedy,Gift Code,No Ads,1,1,199,11,2.3157236987317447,69.47,0.09,1,0,4.0,0,Evening,2023-07-31,2024-07-17,1
U537472,62,Female,East,Premium,Tablet,Thriller,Gift Code,Non-Skippable Ads,0,0,599,1,2.183066543423555,65.49,0.05,0,2,3.8,0,Evening,2023-03-23,2023-05-17,0
U581306,57,Female,North,Standard,Laptop,Documentary,Credit Card,Skippable Ads,1,0,399,1,2.2361349087053974,67.08,0.11,0,1,4.7,0,Evening,2023-02-20,2023-03-24,0
U674969,39,Female,North,Premium,Mobile,Thriller,UPI,No Ads,1,0,599,10,2.9285846717350204,87.86,0.16,1,0,2.4,0,Late Night,2024-12-27,2025-10-25,1
U760428,55,Female,Metro,Basic,Mobile,Sci-Fi,Wallet,Non-Skippable Ads,1,1,199,10,1.9452513121196582,58.36,0.03,0,1,3.9,1,Evening,2024-08-20,2025-06-22,0
U139715,16,Female,South,Standard,Tablet,Horror,Gift Code,No Ads,1,1,399,1,1.322244269038285,39.67,0.1,0,1,5.0,0,Evening,2025-01-01,2025-02-08,0
U509146,38,Male,East,Basic,Mobile,Sci-Fi,Gift Code,Skippable Ads,1,0,199,11,0.2127587361773029,6.38,0.0,1,1,3.1,0,Late Night,2022-10-29,2023-10-20,0
U517632,23,Female,Tier-2,Standard,Tablet,Sci-Fi,Gift Code,No Ads,1,0,399,8,1.2320323969574547,36.96,0.07,0,0,2.6,1,Morning,2024-01-10,2024-09-28,0
U923062,21,Female,Tier-2,Standard,Smart TV,Comedy,Net Banking,No Ads,1,1,399,5,2.039823452181669,61.19,0.14,1,1,3.2,0,Late Night,2023-01-29,2023-07-13,0
U358978,35,Female,Tier-3,Standard,Mobile,Documentary,Debit Card,Skippable Ads,0,0,399,4,0.7215441427146334,21.65,0.05,0,0,3.7,0,Morning,2023-09-03,2024-01-26,1
U760277,63,Male,Tier-3,Basic,Smart TV,Documentary,UPI,Non-Skippable Ads,1,0,199,2,1.8662487470153108,55.99,0.08,1,1,2.7,0,Late Night,2024-03-04,2024-05-25,0
U184342,60,Male,Tier-2,Basic,Tablet,Horror,Wallet,Skippable Ads,0,1,199,1,3.6013466330304054,108.04,0.05,0,0,4.9,0,Evening,2022-09-14,2022-10-15,0
U789934,18,Female,Metro,Basic,Mobile,Comedy,UPI,Skippable Ads,1,1,199,11,4.03538852397933,121.06,0.09,2,1,3.9,1,Evening,2023-12-07,2024-11-29,0
U666848,21,Other,East,Standard,Mobile,Drama,Debit Card,Non-Skippable Ads,0,0,399,10,2.546565433123276,76.4,0.21,1,1,4.7,0,Evening,2023-12-15,2024-10-26,0
U278621,19,Male,Tier-3,Premium,Tablet,Thriller,Debit Card,Skippable Ads,1,0,599,12,1.9002467562420813,57.01,0.17,0,0,4.7,0,Late Night,2022-12-21,2023-12-17,1
U663776,53,Male,Tier-2,Basic,Laptop,Documentary,UPI,Non-Skippable Ads,0,1,199,7,2.1273306838188084,63.82,0.01,1,0,3.9,2,Evening,2024-02-25,2024-09-22,1
U670475,39,Male,North,Standard,Laptop,Drama,Wallet,Non-Skippable Ads,1,0,399,6,1.4380869614752636,43.14,0.08,1,0,3.4,1,Evening,2022-11-20,2023-05-29,0
U948565,35,Male,North,Standard,Smart TV,Horror,Credit Card,Non-Skippable Ads,1,0,399,11,2.25176709562121,67.55,0.09,0,0,4.4,1,Evening,2024-05-05,2025-04-02,0
U531385,20,Female,North,Standard,Mobile,Romance,Debit Card,Skippable Ads,1,0,399,6,2.055622453062957,61.67,0.16,0,1,5.0,1,Late Night,2022-10-03,2023-04-21,1
U667192,39,Other,Tier-3,Basic,Mobile,Romance,Credit Card,No Ads,1,0,199,9,3.3289351990712763,99.87,0.0,0,1,3.4,0,Evening,2023-03-15,2024-01-01,0
U393180,37,Male,West,Basic,Smart TV,Action,Net Banking,No Ads,1,0,199,9,1.3106961067253498,39.32,0.02,1,1,3.2,0,Afternoon,2023-09-20,2024-06-26,0
U380540,43,Male,South,Basic,Tablet,Documentary,Net Banking,Non-Skippable Ads,1,1,199,4,1.4015103763068222,42.05,0.08,2,0,4.5,0,Evening,2023-07-19,2023-12-01,1
U450176,57,Male,South,Premium,Mobile,Thriller,Net Banking,No Ads,1,0,599,8,2.8020719359970307,84.06,0.08,1,1,2.6,1,Evening,2023-02-25,2023-10-29,0
U194569,25,Female,Tier-3,Premium,Mobile,Action,UPI,Skippable Ads,1,0,599,6,3.4549863710402295,103.65,0.03,1,1,3.8,0,Evening,2024-02-12,2024-08-26,0
U547702,49,Female,East,Standard,Smart TV,Sci-Fi,Credit Card,Skippable Ads,1,0,399,10,2.015126394957797,60.45,0.06,0,0,3.7,1,Evening,2023-10-20,2024-08-17,0
U337181,65,Male,Tier-2,Basic,Mobile,Horror,Debit Card,No Ads,1,1,199,8,3.605242308201346,108.16,0.04,0,0,5.0,0,Late Night,2023-01-26,2023-10-04,0
U259198,48,Female,West,Standard,Tablet,Horror,Gift Code,Non-Skippable Ads,1,1,399,6,1.3832697635189501,41.5,0.08,0,0,2.7,0,Late Night,2024-05-19,2024-11-25,1
U988167,61,Female,Metro,Standard,Smart TV,Comedy,Net Banking,No Ads,0,1,399,10,2.8882107280511344,86.65,0.13,0,1,4.1,0,Evening,2022-11-05,2023-09-13,0
U590308,35,Other,Metro,Basic,Mobile,Documentary,Gift Code,Non-Skippable Ads,0,0,199,8,1.4498906686285742,43.5,0.02,0,0,2.5,1,Evening,2025-01-30,2025-09-29,1
U604038,60,Female,East,Standard,Laptop,Comedy,Gift Code,Skippable Ads,1,1,399,11,1.2817496327777635,38.45,0.01,0,0,5.0,0,Morning,2023-02-21,2024-02-01,0
U518846,45,Male,South,Basic,Mobile,Drama,Debit Card,Skippable Ads,0,1,199,2,1.761635144637269,52.85,0.09,1,0,3.7,0,Morning,2024-10-25,2025-01-18,1
U595191,57,Male,Metro,Standard,Smart TV,Thriller,Wallet,Non-Skippable Ads,1,0,399,6,2.349512782168092,70.49,0.11,0,0,3.6,0,Afternoon,2024-01-14,2024-08-02,0
U914898,28,Male,South,Standard,Mobile,Horror,Gift Code,Skippable Ads,1,0,399,8,2.29228119261518,68.77,0.09,0,1,2.4,2,Evening,2023-06-08,2024-02-05,0
U468746,46,Male,North,Basic,Mobile,Drama,Net Banking,Non-Skippable Ads,1,0,199,4,1.9712306173616203,59.14,0.11,0,1,3.4,0,Evening,2024-02-25,2024-07-15,0
U691613,55,Female,West,Basic,Mobile,Horror,Net Banking,No Ads,1,0,199,5,2.045596255873463,61.37,0.07,0,0,2.2,2,Evening,2023-01-12,2023-06-11,1
U224125,25,Male,Tier-2,Standard,Mobile,Action,Net Banking,Skippable Ads,1,0,399,2,2.051159358504621,61.53,0.07,0,0,3.8,4,Evening,2023-04-28,2023-07-01,0
U655312,55,Female,Tier-2,Premium,Laptop,Comedy,Wallet,Skippable Ads,0,0,599,2,1.7696657735346142,53.09,0.06,0,0,1.9,0,Late Night,2023-07-22,2023-09-26,1
U231797,56,Female,West,Basic,Mobile,Documentary,Net Banking,Non-Skippable Ads,1,0,199,7,2.2292570041205866,66.88,0.04,1,0,3.0,0,Morning,2023-09-18,2024-04-27,0
U483449,66,Male,Tier-2,Premium,Mobile,Documentary,Wallet,Skippable Ads,1,0,599,11,1.8563526503456231,55.69,0.08,0,0,3.7,1,Late Night,2023-04-22,2024-03-24,1
U359242,65,Male,East,Standard,Tablet,Comedy,Debit Card,Skippable Ads,0,0,399,10,0.8433057264809503,25.3,0.02,1,0,3.2,0,Evening,2023-11-17,2024-10-10,1
U209459,24,Male,Metro,Basic,Smart TV,Horror,Gift Code,No Ads,1,1,199,9,2.6277980643797374,78.83,0.18,0,0,2.5,0,Evening,2024-03-04,2024-12-18,0
U779401,49,Male,East,Premium,Set-top Box,Thriller,Credit Card,Skippable Ads,1,0,599,6,3.3727459121818733,101.18,0.19,0,0,4.8,0,Afternoon,2025-02-21,2025-08-20,1
U159811,21,Female,Tier-2,Premium,Mobile,Action,Debit Card,Non-Skippable Ads,1,0,599,10,3.114991417175779,93.45,0.07,1,0,3.6,2,Evening,2023-10-30,2024-09-13,0
U544418,22,Male,Tier-2,Basic,Tablet,Sci-Fi,Net Banking,No Ads,1,0,199,4,2.5753091991539883,77.26,0.03,0,0,2.6,0,Evening,2023-10-27,2024-03-04,1
U214435,22,Female,West,Basic,Laptop,Sci-Fi,UPI,No Ads,1,1,199,4,1.346732952630656,40.4,0.02,0,0,4.4,1,Late Night,2025-01-09,2025-05-11,0
U950219,48,Male,West,Basic,Laptop,Comedy,Net Banking,Skippable Ads,0,0,199,9,3.2263504015937254,96.79,0.22,0,0,1.5,1,Afternoon,2023-09-04,2024-05-31,1
U307458,43,Male,South,Basic,Set-top Box,Documentary,Credit Card,Non-Skippable Ads,1,0,199,3,2.7377375456900586,82.13,0.14,0,0,2.3,0,Evening,2022-12-04,2023-03-19,1
U317960,51,Male,South,Premium,Mobile,Documentary,UPI,Skippable Ads,1,0,599,11,2.7477614776971655,82.43,0.09,0,0,3.4,1,Afternoon,2024-10-01,2025-09-13,1
U912055,34,Female,Tier-3,Standard,Tablet,Documentary,Gift Code,Skippable Ads,1,0,399,11,3.8105289357787,114.32,0.42,0,0,3.8,0,Evening,2023-01-05,2023-12-06,0
U114293,56,Other,West,Premium,Mobile,Drama,Wallet,Skippable Ads,0,1,599,3,2.247494378820922,67.42,0.06,1,0,2.9,1,Evening,2024-07-15,2024-10-18,1
U453085,40,Male,East,Basic,Mobile,Thriller,UPI,Skippable Ads,1,0,199,10,2.766129179447442,82.98,0.07,1,0,2.5,1,Afternoon,2023-04-28,2024-03-12,0
U405081,65,Male,Tier-2,Premium,Mobile,Horror,Credit Card,Skippable Ads,1,0,599,10,2.917251267465475,87.52,0.07,1,3,3.6,0,Late Night,2023-02-12,2023-12-10,0
U994296,40,Male,West,Premium,Tablet,Documentary,UPI,Non-Skippable Ads,0,1,599,11,2.810367055930418,84.31,0.27,0,0,4.4,0,Evening,2025-01-13,2025-12-30,1
U650081,49,Female,North,Basic,Laptop,Drama,Wallet,No Ads,1,1,199,4,0.5459091733447761,16.38,0.02,1,0,4.7,2,Evening,2024-10-12,2025-02-17,1
U767574,37,Female,Tier-3,Premium,Smart TV,Documentary,Gift Code,No Ads,1,0,599,10,2.6825328027008135,80.48,0.18,1,2,5.0,1,Evening,2024-09-07,2025-07-18,0
U651712,19,Male,South,Premium,Mobile,Horror,Debit Card,No Ads,0,0,599,7,3.4211432378582938,102.63,0.13,0,0,4.2,0,Evening,2023-01-25,2023-08-28,0
U468350,42,Female,Tier-3,Standard,Mobile,Comedy,Wallet,No Ads,0,0,399,12,1.8158349500647515,54.48,0.05,0,0,3.4,0,Afternoon,2024-03-18,2025-03-13,1
U828130,39,Female,West,Basic,Set-top Box,Thriller,Gift Code,No Ads,1,0,199,6,4.028039169816985,120.84,0.25,1,0,4.5,0,Evening,2024-10-21,2025-04-30,0
U124294,47,Male,Tier-3,Basic,Mobile,Sci-Fi,Net Banking,Skippable Ads,1,1,199,4,2.5287483995532005,75.86,0.11,0,0,3.3,1,Evening,2024-12-23,2025-05-17,0
U814013,51,Male,Tier-3,Basic,Mobile,Documentary,Net Banking,Non-Skippable Ads,1,1,199,10,1.6516785410901194,49.55,0.04,1,0,3.0,0,Evening,2023-01-16,2023-12-01,0
U266454,67,Male,Tier-3,Premium,Tablet,Romance,Gift Code,Non-Skippable Ads,0,0,599,2,2.5138964782801345,75.42,0.24,0,0,3.8,0,Morning,2025-02-06,2025-04-30,0
U154416,49,Female,Metro,Basic,Laptop,Sci-Fi,Credit Card,No Ads,0,0,199,4,2.1927959575374474,65.78,0.11,0,1,3.4,0,Evening,2025-03-19,2025-07-17,1
U550241,54,Female,Metro,Standard,Mobile,Documentary,UPI,No Ads,1,0,399,6,3.700811954297384,111.02,0.02,1,0,3.6,0,Evening,2024-01-11,2024-07-13,0
U353279,47,Male,West,Standard,Smart TV,Thriller,Wallet,Non-Skippable Ads,1,0,399,4,0.4907505774688405,14.72,0.02,0,0,4.8,0,Late Night,2023-08-31,2023-12-31,1
U926914,56,Female,Tier-3,Basic,Mobile,Comedy,Net Banking,Non-Skippable Ads,1,0,199,1,1.0597534126122135,31.79,0.08,0,0,2.0,2,Morning,2022-12-29,2023-02-08,1
U449243,52,Female,North,Standard,Mobile,Comedy,UPI,Non-Skippable Ads,1,0,399,7,0.36451035374236107,10.94,0.02,0,0,3.9,0,Late Night,2024-04-13,2024-11-26,0
U943667,65,Female,West,Standard,Mobile,Action,Net Banking,Skippable Ads,1,1,399,5,2.161586681175073,64.85,0.1,2,2,3.4,0,Late Night,2024-02-05,2024-07-25,0
U847002,55,Male,West,Basic,Tablet,Drama,Debit Card,Non-Skippable Ads,1,0,199,8,3.180420528275403,95.41,0.33,0,0,3.8,1,Evening,2023-09-22,2024-05-26,0
U982605,66,Male,North,Basic,Laptop,Action,Gift Code,Non-Skippable Ads,1,0,199,11,2.7861854474634256,83.59,0.07,0,0,5.0,1,Late Night,2022-11-01,2023-10-20,0
U170179,22,Female,Tier-2,Basic,Smart TV,Comedy,Net Banking,No Ads,1,1,199,1,4.434052907947245,133.02,0.29,0,0,4.6,1,Afternoon,2025-02-04,2025-03-07,0
U259500,25,Other,Metro,Premium,Mobile,Romance,Wallet,Skippable Ads,1,0,599,10,3.052286658247499,91.57,0.13,0,0,4.4,0,Late Night,2024-06-28,2025-05-18,0
U915525,19,Female,Metro,Premium,Mobile,Action,Wallet,Non-Skippable Ads,0,0,599,8,3.5030937116093,105.09,0.11,2,0,1.8,1,Evening,2023-02-21,2023-11-06,0
U791012,56,Female,Tier-3,Basic,Mobile,Romance,Gift Code,No Ads,1,0,199,7,3.3771669383439114,101.32,0.03,0,0,3.4,0,Evening,2024-05-19,2024-12-25,0
U152147,39,Female,Metro,Standard,Set-top Box,Documentary,Wallet,Skippable Ads,1,0,399,4,1.2348168822482246,37.04,0.09,0,0,5.0,0,Late Night,2023-03-21,2023-07-25,1
U930072,54,Male,West,Standard,Smart TV,Romance,Net Banking,Skippable Ads,1,1,399,6,0.2,6.0,0.02,1,1,3.7,1,Evening,2024-03-18,2024-09-14,1
U126821,37,Male,Metro,Basic,Laptop,Thriller,UPI,Non-Skippable Ads,1,0,199,10,0.896860640161431,26.91,0.03,0,0,5.0,1,Late Night,2023-07-22,2024-06-08,1
U998446,50,Male,Metro,Premium,Laptop,Drama,Wallet,Skippable Ads,0,1,599,7,3.367336940577945,101.02,0.13,0,0,4.7,1,Evening,2025-01-26,2025-09-03,1
U218565,58,Male,Tier-2,Premium,Mobile,Thriller,Gift Code,Skippable Ads,0,1,599,7,3.686723444855885,110.6,0.1,0,0,3.1,2,Evening,2024-02-06,2024-09-16,1
U887217,27,Female,West,Basic,Smart TV,Action,Credit Card,Skippable Ads,1,1,199,10,2.0677221538517636,62.03,0.11,0,0,3.3,0,Evening,2023-08-05,2024-06-24,0
U779057,54,Male,South,Basic,Mobile,Romance,Credit Card,Skippable Ads,1,0,199,9,2.415085219016226,72.45,0.2,0,1,3.9,1,Afternoon,2023-05-11,2024-02-08,0
U639860,25,Male,West,Premium,Smart TV,Thriller,UPI,Skippable Ads,1,1,599,3,3.3609681111716316,100.83,0.18,0,0,2.7,1,Evening,2024-02-27,2024-06-16,0
U258587,68,Female,South,Standard,Mobile,Sci-Fi,Wallet,Non-Skippable Ads,0,1,399,5,2.2443513541531703,67.33,0.17,0,0,4.3,0,Evening,2022-12-23,2023-06-06,1
U191365,27,Male,South,Standard,Smart TV,Documentary,Credit Card,No Ads,1,0,399,4,2.6107516938229822,78.32,0.17,0,1,3.7,0,Afternoon,2024-05-19,2024-09-30,0
U470159,45,Female,Tier-3,Basic,Mobile,Romance,Credit Card,Non-Skippable Ads,1,0,199,7,2.3906022845119486,71.72,0.1,1,0,1.5,1,Evening,2024-09-22,2025-05-11,0
U184411,64,Male,North,Basic,Mobile,Documentary,Debit Card,No Ads,0,0,199,2,3.8398886319040635,115.2,0.27,1,1,1.0,0,Evening,2024-04-29,2024-07-13,1
U674568,40,Other,South,Standard,Laptop,Action,Gift Code,Non-Skippable Ads,1,0,399,3,2.4028196790811527,72.08,0.16,1,0,2.1,0,Afternoon,2024-11-13,2025-02-21,1
U841383,43,Male,South,Standard,Mobile,Sci-Fi,Wallet,Skippable Ads,1,0,399,3,1.256140520474287,37.68,0.01,0,0,1.4,2,Evening,2023-04-19,2023-08-12,1
U310539,49,Male,Tier-3,Standard,Laptop,Documentary,Wallet,Skippable Ads,1,1,399,2,2.0238452519374803,60.72,0.08,1,0,2.6,0,Evening,2024-07-14,2024-09-18,1
U773055,36,Female,North,Basic,Laptop,Sci-Fi,Wallet,No Ads,1,0,199,8,0.9796787091118313,29.39,0.07,0,0,2.8,1,Evening,2023-07-10,2024-04-03,0
U695333,23,Male,West,Standard,Smart TV,Documentary,UPI,Skippable Ads,1,1,399,8,1.7074571221958315,51.22,0.04,0,0,5.0,2,Evening,2024-06-15,2025-02-10,0
U464034,39,Male,South,Standard,Mobile,Documentary,Net Banking,No Ads,1,0,399,3,0.6069979557909482,18.21,0.02,1,2,1.5,0,Morning,2024-08-19,2024-11-18,0
U269987,20,Male,South,Premium,Smart TV,Sci-Fi,Gift Code,Skippable Ads,0,1,599,1,2.3779612469173004,71.34,0.2,0,0,3.6,0,Late Night,2023-07-25,2023-09-18,0
U292557,34,Female,Tier-2,Standard,Mobile,Romance,Wallet,Non-Skippable Ads,1,0,399,6,1.3512182327162594,40.54,0.09,0,0,3.0,0,Afternoon,2024-03-24,2024-10-02,0
U811743,57,Male,Metro,Premium,Mobile,Thriller,Gift Code,Skippable Ads,1,0,599,5,2.230723407986618,66.92,0.05,0,0,2.0,2,Late Night,2024-01-07,2024-06-05,0
U700191,19,Female,North,Premium,Smart TV,Action,Net Banking,No Ads,0,1,599,10,4.101927557356061,123.06,0.13,0,0,2.9,1,Morning,2024-05-27,2025-04-06,0
U541869,38,Male,West,Standard,Mobile,Comedy,Gift Code,Skippable Ads,1,1,399,4,1.85112000582495,55.53,0.02,0,0,2.6,0,Afternoon,2023-12-28,2024-05-03,0
U318875,57,Female,Tier-3,Premium,Mobile,Documentary,Credit Card,No Ads,0,0,599,4,1.015286325110216,30.46,0.08,2,0,3.9,0,Evening,2022-09-11,2023-01-17,1
U909751,21,Female,Tier-3,Basic,Mobile,Documentary,UPI,Skippable Ads,0,0,199,3,2.5288812618625363,75.87,0.06,0,2,2.3,2,Evening,2023-11-02,2024-02-03,0
U837828,41,Male,East,Premium,Smart TV,Documentary,Net Banking,Non-Skippable Ads,1,1,599,8,4.036984828299081,121.11,0.12,0,0,3.0,3,Afternoon,2023-06-27,2024-02-26,0
U771288,53,Female,West,Standard,Tablet,Sci-Fi,Credit Card,No Ads,1,0,399,9,2.2297045978143872,66.89,0.07,0,0,3.3,0,Evening,2023-05-05,2024-02-07,1
U239921,69,Female,Tier-3,Basic,Smart TV,Thriller,Wallet,Skippable Ads,1,0,199,2,1.4641307938446386,43.92,0.11,0,0,3.6,0,Evening,2023-04-11,2023-06-26,0
U234962,40,Male,West,Standard,Laptop,Horror,Net Banking,No Ads,1,1,399,4,0.8766848982831414,26.3,0.05,0,0,3.4,0,Evening,2023-07-31,2023-12-16,0
U597554,29,Female,South,Standard,Tablet,Action,Wallet,Non-Skippable Ads,1,1,399,4,2.511700254029797,75.35,0.22,0,1,2.8,0,Evening,2023-07-01,2023-11-23,1
U961226,19,Male,East,Basic,Smart TV,Sci-Fi,Debit Card,Skippable Ads,0,1,199,5,2.2387651646311477,67.16,0.02,0,0,2.1,0,Evening,2025-02-18,2025-07-28,1
U121637,31,Female,South,Basic,Mobile,Thriller,Net Banking,Non-Skippable Ads,0,1,199,6,2.3740439460550276,71.22,0.09,0,1,5.0,0,Afternoon,2022-09-06,2023-03-11,0
U101903,35,Male,Metro,Basic,Smart TV,Comedy,Credit Card,Skippable Ads,1,1,199,8,3.123901312002278,93.72,0.11,0,0,5.0,0,Evening,2022-12-03,2023-08-04,0
U107991,21,Male,North,Basic,Smart TV,Romance,Debit Card,No Ads,0,1,199,1,1.9170886147259105,57.51,0.12,0,0,3.4,0,Evening,2022-11-18,2022-12-27,1
U510330,49,Male,Metro,Premium,Mobile,Action,Debit Card,No Ads,0,0,599,8,1.9738549612339993,59.22,0.02,1,1,3.6,0,Evening,2023-03-07,2023-11-30,0
U761031,27,Female,South,Basic,Mobile,Horror,Wallet,Skippable Ads,1,0,199,2,1.8495000819537362,55.49,0.26,0,0,3.9,0,Late Night,2023-12-22,2024-03-14,0
U672980,42,Female,Tier-3,Standard,Smart TV,Documentary,Debit Card,Skippable Ads,1,0,399,9,1.5621977521821997,46.87,0.1,0,1,2.7,0,Late Night,2024-12-08,2025-09-12,0
U439747,66,Male,South,Basic,Mobile,Action,UPI,Skippable Ads,0,0,199,3,3.0903869097674868,92.71,0.03,2,1,4.3,0,Evening,2024-05-08,2024-08-22,1
U692813,40,Female,East,Standard,Mobile,Comedy,Gift Code,Non-Skippable Ads,1,1,399,8,2.717205811025186,81.52,0.24,0,0,3.5,0,Late Night,2024-11-05,2025-07-09,0
U695017,20,Other,North,Premium,Mobile,Documentary,Wallet,Non-Skippable Ads,1,0,599,4,2.71511949045217,81.45,0.2,1,0,1.8,0,Evening,2024-06-14,2024-10-24,1
U605033,32,Male,West,Premium,Laptop,Horror,Debit Card,Skippable Ads,0,1,599,5,4.284787928962459,128.54,0.06,0,0,5.0,1,Evening,2023-11-12,2024-04-12,1
U151479,38,Female,South,Standard,Mobile,Sci-Fi,Net Banking,Skippable Ads,1,1,399,1,1.411725602470729,42.35,0.03,2,0,2.5,1,Evening,2024-01-04,2024-02-11,0
U954434,59,Female,South,Premium,Mobile,Sci-Fi,Debit Card,No Ads,1,0,599,4,2.9857229310382447,89.57,0.14,0,0,2.9,1,Morning,2023-06-18,2023-10-23,0
U245270,23,Female,North,Standard,Smart TV,Horror,UPI,No Ads,1,1,399,11,2.5335833365335527,76.01,0.19,1,1,2.8,1,Afternoon,2023-05-05,2024-04-08,0
U568439,37,Female,East,Standard,Smart TV,Documentary,Net Banking,Non-Skippable Ads,1,1,399,2,2.8511908147521465,85.54,0.22,1,0,3.7,1,Evening,2023-11-24,2024-02-12,1
U168843,25,Female,Tier-2,Standard,Tablet,Thriller,Gift Code,No Ads,1,0,399,6,0.8493789996685288,25.48,0.03,0,1,3.2,1,Afternoon,2024-06-28,2025-01-08,1
U900016,28,Female,Tier-3,Basic,Laptop,Horror,Wallet,Non-Skippable Ads,1,0,199,1,0.6655510548643748,19.97,0.01,0,1,4.1,1,Late Night,2023-09-29,2023-11-08,0
U442711,62,Male,Tier-2,Standard,Smart TV,Horror,Net Banking,Skippable Ads,0,1,399,5,2.2855064877617686,68.57,0.11,1,1,2.3,0,Evening,2025-01-17,2025-07-03,1
U840202,23,Female,West,Basic,Smart TV,Romance,Gift Code,No Ads,1,0,199,10,2.3137876200619036,69.41,0.11,0,0,3.4,1,Evening,2023-05-20,2024-03-30,0
U416341,48,Female,West,Standard,Mobile,Romance,Debit Card,Non-Skippable Ads,1,0,399,5,2.4518099344772954,73.55,0.14,0,0,3.3,0,Late Night,2024-09-13,2025-03-11,0
U274721,33,Female,West,Premium,Smart TV,Comedy,Wallet,Non-Skippable Ads,0,0,599,4,3.5813582794432826,107.44,0.1,0,0,5.0,0,Afternoon,2024-11-03,2025-03-17,0
U114952,66,Female,Tier-3,Basic,Smart TV,Horror,Credit Card,Skippable Ads,1,1,199,3,1.4373510001016643,43.12,0.06,0,0,2.7,1,Late Night,2023-05-06,2023-08-12,0
U820799,58,Male,Tier-3,Basic,Mobile,Romance,Debit Card,Non-Skippable Ads,0,1,199,6,2.8246556627869275,84.74,0.05,0,0,3.9,0,Evening,2023-12-16,2024-06-21,0
U495123,51,Female,Tier-3,Basic,Mobile,Sci-Fi,Gift Code,No Ads,1,0,199,6,1.922004237103495,57.66,0.03,1,1,3.3,0,Evening,2023-11-10,2024-05-29,1
U164820,19,Female,Tier-2,Standard,Mobile,Documentary,Credit Card,Non-Skippable Ads,1,0,399,1,2.6604753708835833,79.81,0.04,0,0,1.6,1,Evening,2023-05-12,2023-06-26,0
U327174,64,Female,West,Basic,Mobile,Horror,Wallet,Non-Skippable Ads,1,0,199,7,2.0196298753202484,60.59,0.08,0,1,3.4,0,Late Night,2024-06-04,2025-01-14,0
U380760,41,Male,Tier-3,Basic,Mobile,Romance,Debit Card,Skippable Ads,0,1,199,3,2.6425291516321705,79.28,0.14,0,0,2.7,0,Evening,2022-12-22,2023-04-04,1
U672276,21,Female,West,Standard,Tablet,Documentary,Gift Code,No Ads,1,0,399,7,2.4518461012365798,73.56,0.14,0,0,1.6,1,Afternoon,2024-01-14,2024-08-13,0
