date,open,high,low,close,volume
2022-01-14,75.14,75.68,75.08,75.19,626102
2022-01-17,75.21,76.25,74.3,74.93,1354192
2022-01-18,74.68,75.94,74.57,74.75,1263579
2022-01-19,72.38,72.85,71.05,72.74,1016660
2022-01-20,72.23,72.87,71.46,72.34,781284
2022-01-21,72.45,73.72,71.98,72.46,871879
2022-01-24,74.66,75.99,74.48,74.75,1199244
2022-01-25,74.04,74.93,73.44,74.29,1012707
2022-01-26,75.57,75.99,74.1,75.75,1461863
2022-01-27,76.27,77.99,75.64,76.59,664252
2022-01-28,74.07,74.89,72.64,74.34,981790
2022-01-31,77.08,78.09,76.31,77.25,1383475
2022-02-01,77.5,78.96,77.06,77.82,560729
2022-02-02,76.38,76.7,74.88,76.52,951225
2022-02-03,77.92,78.24,77.04,77.53,1446525
2022-02-04,78.87,80.34,78.1,79.04,513513
2022-02-07,77.87,78.56,77.72,78.13,1147851
2022-02-08,77.54,77.94,77.08,77.69,1484275
2022-02-09,77.51,78.43,77.16,77.62,711755
2022-02-10,78.13,78.47,77.25,77.84,1088048
2022-02-11,76.19,77.32,74.75,76.04,1426735
2022-02-14,74.7,74.83,73.32,74.63,1075695
2022-02-15,75.47,76.19,75.31,75.49,1280487
2022-02-16,75.1,75.52,74.63,74.86,1458702
2022-02-17,72.5,73.45,71.61,72.74,665050
2022-02-18,70.86,71.19,70.13,71.03,1111678
2022-02-21,71.87,72.15,71.34,71.73,1167156
2022-02-22,69.82,70.65,69.37,70.02,1021523
2022-02-23,71.78,72.9,71.26,71.88,648928
2022-02-24,71.68,73.33,71.3,72.0,1461001
2022-02-25,73.66,75.12,72.57,73.65,992870
2022-02-28,75.63,76.64,75.17,76.0,843205
2022-03-01,74.44,75.96,73.56,74.7,1106440
2022-03-02,73.14,73.64,72.36,72.89,677844
2022-03-03,72.74,73.48,72.14,72.73,870661
2022-03-04,71.07,72.0,70.96,71.33,1112388
2022-03-07,70.23,70.38,70.03,70.23,769141
2022-03-08,69.55,70.22,69.25,69.37,1498666
2022-03-09,69.88,70.49,68.41,69.59,523121
2022-03-10,67.81,68.46,67.14,67.76,1291413
2022-03-11,65.66,65.85,65.55,65.8,1384062
2022-03-14,67.23,68.31,66.07,67.23,1115951
2022-03-15,69.15,69.3,68.09,69.22,953002
2022-03-16,67.81,68.49,67.62,68.03,679374
2022-03-17,68.71,69.57,67.99,68.46,1420444
2022-03-18,66.23,67.5,65.16,66.47,1202028
2022-03-21,66.48,66.76,66.01,66.76,807031
2022-03-22,65.57,66.55,65.22,65.81,845007
2022-03-23,64.76,65.28,63.52,65.03,1019681
2022-03-24,67.23,68.2,67.05,67.11,1220494
2022-03-25,68.42,68.98,67.54,68.2,1495401
2022-03-28,68.83,69.55,67.56,69.0,1487102
2022-03-29,69.98,71.37,69.27,69.65,745607
2022-03-30,67.96,69.24,67.0,68.04,569263
2022-03-31,67.03,68.26,65.97,66.76,796857
2022-04-01,65.54,66.63,64.65,65.43,682632
2022-04-04,66.95,68.12,66.58,66.98,1397439
2022-04-05,68.51,68.85,68.03,68.54,701445
2022-04-06,70.15,71.59,70.15,70.2,1042440
2022-04-07,70.26,70.72,68.57,69.92,1376434
2022-04-08,71.09,71.72,69.48,70.78,992744
2022-04-11,69.67,69.94,69.07,69.87,1343588
2022-04-12,67.88,68.65,66.99,67.79,1201462
2022-04-13,67.31,68.43,65.91,66.98,1109719
2022-04-14,67.87,69.09,67.13,67.8,1370688
2022-04-15,67.34,68.68,66.72,67.07,1360355
2022-04-18,66.42,67.24,65.28,66.42,1376879
2022-04-19,64.67,65.08,64.16,64.77,1165335
2022-04-20,65.33,66.54,64.31,65.54,914811
2022-04-21,64.52,65.76,63.68,64.8,591602
2022-04-22,65.03,65.87,64.95,65.07,852130
2022-04-25,66.37,67.48,65.18,66.27,1084758
2022-04-26,66.31,67.0,65.08,66.57,537492
2022-04-27,68.6,68.83,68.31,68.55,954107
2022-04-28,69.41,70.8,69.32,69.41,1035591
2022-04-29,67.88,68.42,67.6,67.96,819740
2022-05-02,69.56,70.34,68.88,69.22,796560
2022-05-03,71.1,72.59,70.2,71.22,1379091
2022-05-04,71.91,72.88,71.39,71.74,1104016
2022-05-05,69.54,70.84,68.27,69.66,1009434
2022-05-06,69.35,70.3,68.31,69.09,843815
2022-05-09,71.75,72.22,71.21,71.51,1129563
2022-05-10,72.23,73.64,72.14,72.32,659442
2022-05-11,74.05,75.67,73.85,74.3,974340
2022-05-12,73.34,74.12,72.12,73.05,1190862
2022-05-13,74.24,74.97,73.69,74.26,937459
2022-05-16,73.13,74.19,72.31,73.25,524104
2022-05-17,70.98,72.01,69.78,71.18,1420950
2022-05-18,72.42,72.56,71.5,72.54,960977
2022-05-19,73.66,75.42,73.51,73.95,1229274
2022-05-20,74.15,75.15,73.33,74.04,593643
2022-05-23,74.09,75.33,73.41,73.97,947670
2022-05-24,73.39,74.17,71.92,73.44,1342714
2022-05-25,71.52,72.32,70.11,71.67,519617
2022-05-26,72.49,73.27,71.92,72.61,1369163
2022-05-27,73.98,74.38,73.69,73.76,819193
2022-05-30,75.68,76.68,74.94,76.05,1138707
2022-05-31,76.75,77.9,76.17,76.88,608219
2022-06-01,78.02,79.53,77.68,77.75,551607
2022-06-02,78.46,80.37,77.59,78.82,679955
2022-06-03,79.34,80.68,78.71,79.64,727644
2022-06-06,78.16,79.66,76.81,77.9,1062317
2022-06-07,78.02,78.6,77.75,77.95,1421322
2022-06-08,80.17,81.7,80.09,80.22,1437653
2022-06-09,78.67,80.32,77.19,78.82,851218
2022-06-10,79.69,81.14,78.04,79.58,1419131
2022-06-13,78.85,79.17,77.75,78.9,1380747
2022-06-14,78.72,79.48,77.51,78.35,751740
2022-06-15,76.34,77.65,76.29,76.47,910760
2022-06-16,74.94,76.16,73.66,75.08,1248673
2022-06-17,73.28,74.72,71.88,73.48,1363816
2022-06-20,74.75,75.26,74.7,74.74,622923
2022-06-21,74.13,75.09,72.92,73.96,1023729
2022-06-22,75.22,75.97,75.06,75.51,978261
2022-06-23,76.45,77.74,75.39,76.52,782750
2022-06-24,74.86,75.33,73.55,74.92,1064016
2022-06-27,74.38,75.98,74.05,74.71,801341
2022-06-28,73.39,73.83,72.79,73.16,771262
2022-06-29,74.95,76.34,73.46,74.86,782096
2022-06-30,77.1,77.8,76.34,76.95,1323311
2022-07-01,77.92,78.25,77.8,77.85,1416240
2022-07-04,79.78,81.04,78.87,79.89,1439542
2022-07-05,79.63,80.7,78.13,79.47,1084562
2022-07-06,77.4,77.45,75.85,77.36,954246
2022-07-07,75.44,76.02,74.02,75.13,1267719
2022-07-08,76.88,77.08,76.06,76.93,1459737
2022-07-11,75.16,76.31,74.3,75.25,1433986
2022-07-12,75.0,75.44,73.82,74.85,1245310
2022-07-13,74.55,75.39,73.29,74.93,1364870
2022-07-14,75.5,76.17,73.82,75.27,1348824
2022-07-15,75.4,75.44,74.67,75.42,716859
2022-07-18,75.36,76.4,75.11,75.59,668296
2022-07-19,75.35,75.92,75.07,75.43,1097911
2022-07-20,73.57,75.0,72.25,73.79,831603
2022-07-21,74.4,75.51,73.26,74.4,1408776
2022-07-22,73.04,73.48,72.0,73.07,714315
2022-07-25,75.19,75.46,74.39,75.03,680710
2022-07-26,75.77,76.9,75.51,75.87,1103010
2022-07-27,74.66,75.23,74.51,74.8,1416548
2022-07-28,72.67,73.02,72.52,73.01,1022339
2022-07-29,74.45,75.87,73.5,74.67,1374006
2022-08-01,73.97,75.17,72.31,73.75,1281962
2022-08-02,75.33,76.82,75.15,75.71,1178503
2022-08-03,74.91,76.36,74.74,74.8,507663
2022-08-04,76.29,77.45,75.01,76.29,1180270
2022-08-05,76.38,76.84,76.28,76.28,1445268
2022-08-08,76.78,78.29,76.01,76.87,1438928
2022-08-09,76.66,77.86,75.88,76.55,1269527
2022-08-10,75.71,77.04,75.61,75.72,1197045
2022-08-11,75.07,75.55,73.85,75.14,572935
2022-08-12,74.02,75.55,73.34,74.3,509932
2022-08-15,74.77,75.3,74.15,74.81,846279
2022-08-16,73.7,75.1,73.65,73.73,1152437
2022-08-17,73.31,73.95,72.93,73.37,508197
2022-08-18,75.32,75.66,74.31,75.23,1213871
2022-08-19,74.22,75.51,73.12,73.91,786171
2022-08-22,75.36,76.11,74.57,75.48,695945
2022-08-23,76.16,77.48,75.84,76.49,631442
2022-08-24,77.97,78.19,76.42,77.86,509453
2022-08-25,78.52,79.4,76.96,78.55,642396
2022-08-26,76.45,76.86,75.86,76.12,798240
2022-08-29,75.41,75.82,74.32,75.11,1290249
2022-08-30,74.36,74.49,73.45,74.45,1199612
2022-08-31,73.99,75.15,72.47,73.87,601985
2022-09-01,75.03,76.17,74.22,75.12,1110794
2022-09-02,73.3,74.26,72.37,73.62,945721
2022-09-05,73.85,75.35,72.76,73.89,1357115
2022-09-06,73.91,74.96,72.37,73.81,756860
2022-09-07,72.14,72.99,71.98,72.04,1162537
2022-09-08,70.04,70.68,68.8,70.19,970831
2022-09-09,68.77,68.82,68.28,68.53,1282919
2022-09-12,68.77,69.58,67.87,68.67,1060514
2022-09-13,67.26,67.48,66.21,67.38,1040184
2022-09-14,68.6,69.08,68.32,68.83,567471
2022-09-15,70.52,70.77,69.99,70.28,788354
2022-09-16,70.5,70.74,69.53,70.64,822102
2022-09-19,70.51,70.57,69.88,70.52,650680
2022-09-20,69.62,70.77,69.26,69.92,1258725
2022-09-21,71.93,72.42,71.34,71.6,865942
2022-09-22,73.6,74.98,72.88,73.34,668920
2022-09-23,73.81,74.98,72.98,73.96,863761
2022-09-26,75.9,77.11,75.52,76.1,1093535
2022-09-27,75.23,76.89,74.53,75.59,1313874
2022-09-28,75.27,75.92,73.87,75.09,702931
2022-09-29,76.84,78.13,75.68,76.92,928932
2022-09-30,77.15,78.62,76.0,76.89,1091580
2022-10-03,78.54,79.17,78.08,78.47,830349
2022-10-04,80.51,80.94,79.53,80.68,577902
2022-10-05,79.62,80.31,78.14,79.31,1479934
2022-10-06,80.44,81.46,80.02,80.14,877141
2022-10-07,80.64,82.09,80.24,80.36,1111829
2022-10-10,83.55,84.87,82.33,83.37,652134
2022-10-11,84.1,85.13,84.09,84.28,1019468
2022-10-12,82.29,82.75,80.85,82.56,1366688
2022-10-13,83.85,84.56,83.62,83.74,1262387
2022-10-14,81.42,81.67,79.88,81.35,1081298
2022-10-17,79.81,81.2,79.01,79.77,940721
2022-10-18,78.6,78.99,77.22,78.83,940461
2022-10-19,80.5,80.63,79.42,80.28,1281040
2022-10-20,78.09,79.04,77.39,77.99,649181
2022-10-21,77.0,77.81,75.53,77.24,1211909
2022-10-24,78.94,80.42,77.14,78.59,625278
2022-10-25,76.96,76.98,75.17,76.65,1184854
2022-10-26,78.28,79.08,77.86,77.99,783132
2022-10-27,80.42,80.77,79.22,80.33,992849
2022-10-28,80.35,81.81,79.04,80.07,513633
2022-10-31,81.92,82.39,81.35,82.05,1278249
2022-11-01,81.38,82.74,80.88,81.02,722044
2022-11-02,79.27,79.36,78.77,79.06,847854
2022-11-03,80.26,81.34,79.21,80.21,1324221
2022-11-04,78.03,78.53,76.94,78.13,639217
2022-11-07,79.55,81.06,79.15,79.46,1335270
2022-11-08,78.45,79.72,77.55,78.53,1049208
2022-11-09,77.85,78.35,76.92,77.64,1143417
2022-11-10,76.44,76.74,75.86,76.64,601386
2022-11-11,78.04,79.46,77.03,78.43,533929
2022-11-14,79.73,79.96,79.26,79.4,1181343
2022-11-15,78.57,79.57,76.86,78.38,1262037
2022-11-16,76.68,77.21,75.92,76.45,1143500
2022-11-17,74.84,76.46,73.39,75.0,1480543
2022-11-18,73.81,74.85,73.25,73.99,1251998
2022-11-21,74.56,75.78,73.03,74.49,968414
2022-11-22,74.7,75.11,73.71,74.4,564346
2022-11-23,74.35,75.38,72.96,74.39,940280
2022-11-24,75.89,77.1,75.23,75.81,843839
2022-11-25,73.78,74.13,72.74,73.72,1466641
2022-11-28,77.25,77.51,75.51,76.98,844002
2022-11-29,77.91,78.9,77.75,78.17,1228375
2022-11-30,76.67,76.75,75.91,76.43,599405
2022-12-01,76.77,76.88,76.2,76.4,851211
2022-12-02,78.18,78.21,77.81,77.86,1144155
2022-12-05,78.94,79.63,78.91,79.24,703313
2022-12-06,79.87,80.28,78.82,79.91,1455921
2022-12-07,79.47,80.51,77.94,79.28,1480804
2022-12-08,77.77,79.16,77.28,77.49,1390077
2022-12-09,74.33,75.84,73.85,74.56,873245
2022-12-12,75.81,77.21,75.17,75.47,1364942
2022-12-13,73.18,73.89,72.39,73.46,961408
2022-12-14,75.16,76.38,73.41,74.9,1416414
2022-12-15,73.7,74.18,72.5,73.55,1270074
2022-12-16,74.16,75.24,72.95,74.24,1047879
2022-12-19,73.43,74.3,71.95,73.09,762014
2022-12-20,71.21,72.54,70.1,71.13,1323076
2022-12-21,72.2,73.61,71.62,71.92,778711
2022-12-22,73.33,74.6,71.92,73.44,1305325
2022-12-23,70.82,72.14,69.77,71.08,541377
2022-12-26,71.92,73.04,70.97,71.6,618054
2022-12-27,70.33,70.8,69.04,70.28,610426
2022-12-28,69.89,70.57,68.59,70.2,823708
2022-12-29,69.37,70.3,67.75,69.05,797873
2022-12-30,69.72,70.93,68.51,70.03,664631
2023-01-02,70.06,71.54,69.05,70.23,1106164
2023-01-03,70.72,70.97,69.43,70.59,892473
2023-01-04,68.28,68.68,67.97,68.49,1265523
2023-01-05,67.28,67.78,66.66,67.53,815287
2023-01-06,68.71,69.8,67.85,68.88,637999
2023-01-09,70.67,71.24,69.47,70.7,1398138
2023-01-10,72.56,73.2,71.74,72.73,909474
2023-01-11,74.89,75.53,73.8,74.58,778597
2023-01-12,73.68,74.66,73.59,73.66,527196
2023-01-13,72.78,73.76,71.37,73.1,824481
2023-01-16,74.29,75.21,73.82,74.01,1009491
2023-01-17,73.16,74.36,72.05,72.95,1128606
2023-01-18,72.56,74.24,71.57,72.92,799930
2023-01-19,73.78,74.07,72.76,73.58,895036
2023-01-20,73.59,74.68,72.76,73.36,1307355
2023-01-23,71.88,72.87,70.78,72.23,1248425
2023-01-24,73.3,73.97,73.0,73.07,708122
2023-01-25,72.51,73.8,71.14,72.72,1293286
2023-01-26,71.1,71.97,70.46,70.94,522611
2023-01-27,72.8,74.04,72.59,72.99,1125066
2023-01-30,73.43,73.67,72.0,73.33,1275989
2023-01-31,75.07,76.07,73.55,75.05,840245
2023-02-01,75.78,76.17,75.15,75.59,1192324
2023-02-02,74.83,75.16,74.65,75.09,600915
2023-02-03,76.26,76.72,74.67,76.17,1181070
2023-02-06,74.41,75.9,73.68,74.68,633161
2023-02-07,75.63,76.54,75.12,75.36,1234970
2023-02-08,74.0,74.84,72.7,73.8,740080
2023-02-09,71.91,73.0,70.52,71.61,1237705
2023-02-10,71.83,72.65,71.69,71.91,728070
2023-02-13,74.69,75.5,74.05,74.32,1198118
2023-02-14,75.07,76.4,73.77,74.94,1196523
2023-02-15,73.42,74.43,73.25,73.48,1186484
2023-02-16,73.38,74.79,72.61,73.35,1440119
2023-02-17,70.66,70.99,69.28,70.91,754179
2023-02-20,73.31,74.05,72.04,72.98,944868
2023-02-21,74.55,75.26,74.46,74.53,808979
2023-02-22,73.93,74.51,72.92,73.94,729664
2023-02-23,72.76,73.63,71.42,73.08,897174
2023-02-24,73.35,74.55,72.96,73.29,902814
2023-02-27,73.32,74.71,72.87,73.36,1339733
2023-02-28,75.45,75.72,74.83,75.18,1192743
2023-03-01,72.99,73.99,72.19,73.36,534740
2023-03-02,74.5,75.87,73.31,74.76,922706
2023-03-03,72.12,73.53,70.79,71.84,1110838
2023-03-06,70.9,71.51,69.55,70.66,1250514
2023-03-07,68.88,69.96,68.54,69.14,1497109
2023-03-08,70.51,72.13,69.69,70.81,958856
2023-03-09,71.02,71.54,70.11,71.34,1364543
2023-03-10,69.64,70.74,68.49,69.33,534970
2023-03-13,69.09,69.52,68.74,69.4,982067
2023-03-14,68.58,69.7,67.56,68.81,595182
2023-03-15,69.9,70.28,68.85,69.88,1281290
2023-03-16,68.27,69.35,68.21,68.54,1475647
2023-03-17,69.38,70.61,68.13,69.62,1290964
2023-03-20,71.63,72.2,70.75,71.93,1404982
2023-03-21,71.14,71.61,70.01,70.82,755798
2023-03-22,69.92,70.76,69.07,69.91,768203
2023-03-23,72.45,73.48,71.23,72.17,1151141
2023-03-24,72.4,72.72,72.05,72.42,1169173
2023-03-27,73.96,74.93,73.39,73.95,1248025
2023-03-28,73.52,74.74,72.8,73.86,955099
2023-03-29,73.74,75.18,73.49,73.9,576983
2023-03-30,75.08,76.42,75.08,75.41,1188137
2023-03-31,75.62,76.64,74.34,75.62,1458326
2023-04-03,73.58,74.81,72.14,73.78,1294806
2023-04-04,73.51,73.66,72.8,73.27,532153
2023-04-05,75.14,76.44,73.6,75.1,521627
2023-04-06,73.73,73.75,72.21,73.41,752418
2023-04-07,71.9,72.72,70.63,71.61,1423090
2023-04-10,71.89,73.13,71.44,72.12,1358453
2023-04-11,71.21,72.13,71.0,71.1,1110484
2023-04-12,70.2,70.46,69.57,70.4,1468942
2023-04-13,71.96,72.67,71.4,71.79,872950
2023-04-14,73.4,74.81,73.3,73.35,1437943
2023-04-17,73.03,73.22,72.46,73.19,693912
2023-04-18,75.64,75.86,74.05,75.35,671969
2023-04-19,76.82,76.92,76.07,76.55,1208141
2023-04-20,75.27,75.66,74.89,74.96,678999
2023-04-21,74.88,75.39,74.25,74.54,1437623
2023-04-24,76.38,77.73,75.54,76.15,940150
2023-04-25,77.33,78.09,75.68,77.08,793347
2023-04-26,75.94,76.09,74.63,75.95,1317538
2023-04-27,77.55,77.75,76.82,77.42,939978
2023-04-28,76.16,77.66,74.64,76.36,1000302
2023-05-01,76.22,77.57,75.52,76.52,616594
2023-05-02,77.25,78.41,76.74,77.16,1421853
2023-05-03,78.5,79.14,77.36,78.48,1421101
2023-05-04,77.26,77.73,75.95,77.4,658800
2023-05-05,75.53,77.27,75.18,75.82,1137328
2023-05-08,77.44,78.23,76.87,77.26,1092442
2023-05-09,78.99,80.09,77.69,78.9,877286
2023-05-10,78.49,78.87,77.32,78.67,1386105
2023-05-11,80.54,81.26,79.4,80.44,1484568
2023-05-12,79.28,80.14,78.43,79.33,1103524
2023-05-15,81.51,82.14,81.03,81.71,880958
2023-05-16,82.69,83.5,81.92,82.84,853753
2023-05-17,80.3,81.8,80.02,80.48,826702
2023-05-18,82.91,83.11,82.71,82.82,978702
2023-05-19,79.91,81.45,79.19,80.07,602977
2023-05-22,81.53,83.08,81.32,81.68,542799
2023-05-23,81.86,83.63,81.5,82.13,875772
2023-05-24,83.82,85.27,83.59,84.04,830290
2023-05-25,83.32,84.28,83.22,83.46,1016103
2023-05-26,84.98,86.31,83.2,84.67,1451753
2023-05-29,85.6,86.03,84.61,85.43,780207
2023-05-30,85.4,86.47,84.97,85.41,797834
2023-05-31,83.33,83.99,82.95,83.3,874479
2023-06-01,83.77,85.19,83.63,83.76,859867
2023-06-02,84.49,85.8,83.22,84.36,1460641
2023-06-05,86.31,86.64,84.46,86.05,1000412
2023-06-06,87.18,87.74,85.9,87.01,1348385
2023-06-07,85.04,86.84,84.97,85.37,1339548
2023-06-08,87.67,88.8,85.86,87.59,1063614
2023-06-09,87.74,89.3,87.48,87.95,1447410
2023-06-12,87.56,89.0,86.61,87.96,572196
2023-06-13,88.72,90.2,87.69,89.08,530332
2023-06-14,89.26,89.36,88.29,88.85,957966
2023-06-15,89.64,89.66,88.99,89.52,1354675
2023-06-16,88.86,89.97,88.26,89.01,989954
2023-06-19,91.24,92.65,89.87,90.92,954528
2023-06-20,91.16,92.89,89.63,91.05,949782
2023-06-21,94.11,95.84,93.65,94.2,867660
2023-06-22,92.55,93.89,92.53,92.64,777432
2023-06-23,95.78,97.01,94.13,95.42,645862
2023-06-26,98.42,98.5,97.06,98.43,1453078
2023-06-27,96.63,97.89,96.2,96.59,742330
2023-06-28,99.88,100.1,97.73,99.51,1027730
2023-06-29,101.19,102.35,100.41,101.25,620787
2023-06-30,101.27,102.24,100.39,101.23,1012925
2023-07-03,99.66,99.89,98.42,99.81,554677
2023-07-04,96.78,98.71,95.37,97.24,948180
2023-07-05,98.45,98.67,98.16,98.36,1183768
2023-07-06,99.27,99.79,98.6,98.82,658040
2023-07-07,96.73,97.71,95.54,96.74,1300628
2023-07-10,94.32,95.69,92.93,94.61,963693
2023-07-11,93.7,95.9,92.31,94.05,1404997
2023-07-12,96.81,97.1,95.07,96.59,791681
2023-07-13,98.46,99.83,96.68,98.76,571817
2023-07-14,99.11,100.62,98.51,99.38,563093
2023-07-17,100.22,101.33,99.5,100.06,813942
2023-07-18,99.66,100.98,98.37,99.48,939083
2023-07-19,101.11,102.99,100.17,101.57,987736
2023-07-20,103.46,105.15,103.02,103.73,1361642
2023-07-21,105.37,106.81,105.13,105.65,1415913
2023-07-24,109.58,111.13,108.51,109.05,1160892
2023-07-25,107.9,109.74,105.84,107.66,798860
2023-07-26,110.85,113.07,109.83,111.26,1123970
2023-07-27,108.51,110.66,106.39,108.82,1484041
2023-07-28,109.95,110.48,108.19,109.4,1258828
2023-07-31,107.65,109.41,106.14,107.53,1244477
2023-08-01,105.23,107.4,104.29,105.51,893063
2023-08-02,105.67,106.3,103.66,105.58,873151
2023-08-03,108.69,109.36,107.82,108.73,743497
2023-08-04,107.88,108.23,105.89,107.43,722614
2023-08-07,109.72,111.52,108.69,109.6,1032476
2023-08-08,107.89,107.91,106.19,107.8,1065386
2023-08-09,109.88,111.39,107.98,110.22,631466
2023-08-10,110.53,112.09,108.34,110.45,937964
2023-08-11,106.71,108.74,106.41,106.88,1172346
2023-08-14,106.42,107.29,105.78,106.69,806631
2023-08-15,106.79,108.54,106.24,106.7,848341
2023-08-16,104.78,105.64,103.8,104.92,1045775
2023-08-17,106.84,107.88,105.69,106.78,702028
2023-08-18,108.16,109.66,107.68,108.62,738565
2023-08-21,109.83,111.62,108.65,110.23,1191823
2023-08-22,112.34,113.87,111.86,112.31,713893
2023-08-23,113.74,116.1,113.22,114.2,682423
2023-08-24,112.52,113.13,112.35,112.38,651361
2023-08-25,112.09,114.34,111.13,112.31,1270179
2023-08-28,114.48,115.05,113.71,114.75,1374987
2023-08-29,113.47,114.97,112.33,113.88,575395
2023-08-30,115.14,116.49,113.66,115.01,888996
2023-08-31,115.44,116.85,113.89,115.13,1136345
2023-09-01,113.97,114.92,111.73,113.87,1305015
2023-09-04,113.03,114.47,112.02,112.78,1174016
2023-09-05,111.96,113.13,110.95,112.09,1427638
2023-09-06,114.49,115.25,113.27,114.53,908649
2023-09-07,113.13,115.88,112.99,113.65,1327523
2023-09-08,112.41,114.84,110.4,112.79,1254975
2023-09-11,116.65,116.84,115.05,116.65,878335
2023-09-12,118.79,118.81,118.23,118.24,1147508
2023-09-13,116.68,117.07,115.9,116.81,1283664
2023-09-14,115.72,116.42,114.0,115.57,755433
2023-09-15,117.03,119.0,116.84,117.17,946804
2023-09-18,120.67,120.73,117.89,120.27,1015585
2023-09-19,118.76,119.33,116.64,119.19,1250302
2023-09-20,117.14,118.62,116.83,117.59,632909
2023-09-21,119.3,121.38,116.89,119.2,1475835
2023-09-22,119.94,122.11,119.42,120.27,1049029
2023-09-25,120.42,121.81,120.31,120.32,1332002
2023-09-26,121.6,121.92,120.86,121.09,1057856
2023-09-27,123.77,125.42,123.38,123.58,1112083
2023-09-28,121.47,121.48,119.45,120.96,844220
2023-09-29,120.18,122.47,118.46,119.66,976256
2023-10-02,119.98,122.06,118.52,120.55,1299116
2023-10-03,119.74,122.1,117.98,120.25,1211729
2023-10-04,119.74,120.28,118.19,120.27,1129206
2023-10-05,119.94,122.18,117.58,120.09,1104124
2023-10-06,117.9,120.48,116.0,118.27,612679
2023-10-09,115.32,116.56,114.9,115.64,1077669
2023-10-10,112.61,113.42,110.79,112.71,658037
2023-10-11,113.62,114.01,112.21,113.48,743051
2023-10-12,115.66,115.91,114.21,115.41,1416821
2023-10-13,114.96,115.84,113.31,115.18,1318640
2023-10-16,114.0,114.63,113.99,114.4,732884
2023-10-17,114.54,116.54,114.28,114.46,1155545
2023-10-18,116.38,117.57,116.15,116.38,1494816
2023-10-19,114.83,115.59,113.88,114.74,1305535
2023-10-20,113.11,115.36,111.86,113.61,788560
2023-10-23,115.08,117.58,112.78,115.34,1098057
2023-10-24,113.42,114.37,113.32,113.85,1003254
2023-10-25,111.47,111.97,110.18,111.11,877416
2023-10-26,110.28,111.57,108.48,110.17,1174140
2023-10-27,112.98,113.22,112.05,112.67,593044
2023-10-30,111.85,113.55,110.86,112.18,1314909
2023-10-31,113.76,115.69,112.96,113.96,927872
2023-11-01,111.42,111.43,109.28,111.18,1153244
2023-11-02,111.34,112.8,110.52,111.4,1396844
2023-11-03,109.78,111.77,107.84,109.96,1399086
2023-11-06,111.84,112.91,110.71,111.4,1234585
2023-11-07,112.77,114.19,112.11,112.63,1139859
2023-11-08,111.35,113.43,110.46,111.77,904333
2023-11-09,111.38,111.58,110.66,111.42,925056
2023-11-10,111.29,112.98,110.0,111.38,1266124
2023-11-13,108.8,110.61,108.68,109.14,1336078
2023-11-14,106.12,107.96,105.26,106.14,969556
2023-11-15,106.35,108.32,105.07,106.86,842773
2023-11-16,107.32,107.98,106.47,107.01,1016201
2023-11-17,107.15,108.81,106.71,106.74,922350
2023-11-20,109.34,110.98,108.92,109.43,1065953
2023-11-21,108.39,109.37,106.54,108.51,561783
2023-11-22,109.5,110.78,108.95,109.64,563867
2023-11-23,107.91,108.71,106.57,108.16,689790
2023-11-24,107.74,107.78,105.47,107.21,537981
2023-11-27,105.59,106.89,105.17,106.0,812349
2023-11-28,105.94,107.55,104.71,106.45,896212
2023-11-29,107.67,108.98,105.8,107.69,1356896
2023-11-30,110.02,111.7,109.4,109.78,716481
2023-12-01,109.13,111.45,108.92,109.5,1011953
2023-12-04,111.82,113.51,109.58,111.77,896970
2023-12-05,114.99,115.03,113.46,114.94,766089
2023-12-06,116.26,118.25,116.17,116.54,1104503
2023-12-07,118.42,118.9,116.67,118.63,816199
2023-12-08,117.2,119.19,116.28,117.5,1347688
2023-12-11,119.61,120.08,119.34,119.45,848582
2023-12-12,118.69,120.53,117.51,118.73,1060228
2023-12-13,118.04,119.67,117.99,118.46,729441
2023-12-14,119.28,120.67,118.88,119.6,987728
2023-12-15,115.95,117.24,114.72,116.22,921646
2023-12-18,120.6,121.71,119.17,120.17,1028354
2023-12-19,120.29,122.14,119.45,120.84,1103055
2023-12-20,123.49,124.76,122.74,123.53,1025424
2023-12-21,127.44,128.95,126.18,127.71,799751
2023-12-22,125.22,127.55,125.21,125.48,607739
2023-12-25,124.22,124.32,122.62,124.28,574992
2023-12-26,122.87,124.27,121.88,123.05,1285943
2023-12-27,126.25,128.24,126.19,126.73,1001722
2023-12-28,125.68,127.33,124.99,125.22,776444
2023-12-29,124.68,125.58,123.38,124.15,801974
2024-01-01,122.69,124.34,122.49,122.54,1011794
2024-01-02,118.71,119.77,118.07,119.3,1225049
2024-01-03,120.57,122.33,119.83,121.16,850067
2024-01-04,123.79,124.09,120.95,123.2,1109474
2024-01-05,126.04,128.22,124.39,125.71,634756
2024-01-08,126.74,127.27,125.3,126.9,1068201
2024-01-09,125.23,125.79,124.56,125.77,1481119
2024-01-10,123.29,123.44,122.88,123.02,1367433
2024-01-11,122.37,124.68,120.9,122.3,1211638
2024-01-12,120.69,121.77,119.17,120.87,762921
2024-01-15,119.12,120.8,116.72,119.08,1362465
2024-01-16,118.63,119.63,117.16,118.7,1473450
2024-01-17,119.23,119.74,119.1,119.23,680092
2024-01-18,118.71,119.21,117.57,118.7,865592
2024-01-19,119.75,120.04,117.68,119.84,979632
2024-01-22,118.2,120.54,116.44,117.88,733232
